Race,St,Education,Hispanic,Mar,SPM Poor,SPM TenMortStatus,SPM CapHouseSub (AVG),SPM CapWkCCXpns (AVG),SPM EngVal (AVG),SPM FedTax (AVG),Spm Fica (AVG),SPM MedXpns (AVG),SPM NumPer (AVG),SPM Resources (AVG),SPM SchLunch (AVG),SPM SnapSub (AVG),SPM StTax (AVG),SPM Totval (AVG),SPM WICval (AVG)
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Not Hispanic,Never married,Not in poverty,Renter,0,2944.261364,175,7128.431818,5852.761364,6482.897727,2.772727273,77019.64773,99.625,364.1818182,4101.170455,102890.2273,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Hispanic,Separated,Not in poverty,Owner with mortgage,1532.851485,2413.990099,18.2,-2238.940594,3921.326733,2940.752475,2.762376238,53712.89109,322.990099,1776.944837,1655.683168,58772.87129,47.12871287
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Not Hispanic,Married,Not in poverty,Owner with mortgage,502.4532374,2975.316547,38.54676259,-972.1438849,5410.230216,3930.28777,3.654676259,75886.41727,623.294964,884.3453237,2842.42446,88203.74101,77.05035971
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Not Hispanic,Widowed,Not in poverty,Owner with mortgage,2564.95,1858.25,111,10497.85,4912.5,1994.5,2.8,78342.8,177.7,1338,4255.35,97610,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Not Hispanic,Separated,In poverty,Renter,0,1979,0,-2168,1224,4295,1,10396,0,0,273,16000,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Not Hispanic,Divorced,Not in poverty,Renter,0,1573.918367,0,17261.4898,4463.428571,4066.938776,1.836734694,81594.18367,167.0408163,217.1428571,5345.122449,113920.8163,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Not Hispanic,Divorced,In poverty,Renter,0,694.75,0,-3335,948,10870,2,10602.75,0,3075,144.5,16850,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Not Hispanic,Widowed,Not in poverty,Renter,0,1063.529412,42.05882353,7015.529412,2073.5,4739.352941,1.647058824,61018.26471,2.058823529,213.3529412,2373.852941,78026.47059,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Not Hispanic,Separated,In poverty,Renter,0,1979.5,350,-7494.5,497.5,725,2.5,13736,222,1440,-81.5,9450,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Not Hispanic,Never married,In poverty,Renter,0,729.375,75,-3688.125,633.5625,4995.625,2.6875,14779.9375,102.3125,387,262.6875,17236.25,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Not Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,2470.916667,0,6229.083333,7284.416667,6611.333333,2.583333333,78876.25,148.0833333,0,4297.916667,105621.6667,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Not Hispanic,Married,In poverty,Renter,0,1097.058824,0,-5387.058824,928.7647059,6078.882353,3.058823529,16533,244.8235294,67.76470588,-25.29411765,19052.94118,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Not Hispanic,Married,In poverty,Renter,0,203.75,0,-3124,126.9375,4018.875,2,7056.5625,102.3125,4.6875,-17,8158.125,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Not Hispanic,Married,Not in poverty,Owner with mortgage,377.4632035,4094.160173,3.482608696,24804.70563,10841.38095,4913.493506,3.043290043,127955.0087,197.4848485,489.5090909,9700.662338,181312.5108,28.33333333
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Not Hispanic,Never married,In poverty,Renter,0,1702,0,-4618.333333,1130.333333,7072.833333,3,15010.5,0,700,169.5,19766.66667,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Not Hispanic,Separated,Not in poverty,Owner with mortgage,1390.615385,2878.153846,40.83333333,-583.5384615,4406,4158.153846,2.923076923,61205.07692,34.15384615,2166.153846,1757.692308,70172.30769,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Hispanic,Never married,Not in poverty,Renter,0,3103.943396,73.49056604,3253.641509,5796.273585,6484.132075,3.575471698,78155.57547,256.3584906,756.3207547,3711.320755,99398.01887,11.22641509
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Not Hispanic,Never married,Not in poverty,Owner with mortgage,999.3207547,2738.358491,286.4313725,2265.283019,4379.245283,4403.264151,3.830188679,84545.60377,355.6037736,2854.298113,3426.169811,97324.15094,11.22641509
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Not Hispanic,Divorced,Not in poverty,Owner with mortgage,1057.137931,1933.344828,74.57142857,-626.3448276,3489.448276,2611.586207,2.75862069,58297.48276,481.3448276,2079.517241,1794.241379,64367.58621,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Not Hispanic,Never married,Not in poverty,Owner with mortgage,754.5321637,2440.216374,101.5906433,4502.321637,4900.573099,3261.906433,2.543859649,67801.52047,147.4035088,1441.880702,3246.935673,83801.75439,13.91812865
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Not Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,3792.848649,6.284153005,22509.77297,11099.42703,7188.086486,3.021621622,125268.0216,72.92972973,373.3824324,8761.567568,178221.1892,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Not Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,3702.454545,0,7540.454545,6863.909091,7582.090909,3.818181818,105066,80.72727273,436.3636364,4630.454545,134868.1818,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,4659.428571,14.7281106,13718.13825,10698.14286,7354.797235,4.129032258,124113.424,228.9815668,552.26772,7420.884793,167293.1797,16.4516129
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Not Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,2740.421053,0,5234.289474,6035.921053,6459.315789,3.368421053,83862.84211,191.3684211,313.2631579,4217.921053,108118.9474,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Not Hispanic,Divorced,In poverty,Renter,0,774,60,-2773,413,6490,2,7753.666667,0,122.6666667,125,12600,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Not Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,1736.818182,0,-9730.636364,1247,6291,3.818181818,24335.63636,391.1818182,1417.090909,-370.1818182,21700.90909,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Hispanic,Never married,Not in poverty,Owner with mortgage,1912.050314,2831.102725,61.01687764,-3667.802935,4452.851153,2610.513627,3.467505241,62559.1153,410.2641509,2229.485814,1779.477987,65983.96226,64.86373166
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Not Hispanic,Separated,In poverty,Owner with mortgage,6208.666667,0,113.3333333,-1400,0,800,1,8066.333333,0,1000,-84.33333333,60,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Not Hispanic,Married,In poverty,Owner with mortgage,316.7222222,816.5555556,33.33333333,-8288.055556,898.2777778,2324.388889,2.944444444,19362.72222,578.0555556,0,-306.5,13713.88889,99.16666667
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Not Hispanic,Separated,In poverty,Owner with mortgage,0,0,0,-9100,0,325,2.75,16032,555.25,640.5,-18.75,5745,297.5
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Not Hispanic,Married,Not in poverty,Renter,0,2477.842932,57.21052632,8666.272251,5486.036649,7217.413613,2.916230366,85210.08377,129.9057592,334.8534031,4325.17801,112890.4293,12.46073298
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Not Hispanic,Separated,Not in poverty,Renter,0,3758.625,0,876.375,7382.5,7322.875,4.125,87732.375,669.375,450,3999.5,110400,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Not Hispanic,Married,In poverty,Owner with mortgage,3377.461538,1251.576923,106,-9309.653846,946.3076923,5925.538462,3.461538462,23646.92308,307.5769231,2310.038462,-567,15696.92308,45.76923077
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Hispanic,Widowed,In poverty,Renter,0,107.8333333,116.6666667,-3955.666667,101.4166667,2152.583333,1.916666667,11211.83333,136.4166667,0,-73.33333333,9291.666667,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Not Hispanic,Divorced,In poverty,Owner with mortgage,931.7857143,511.0714286,50,-3236.142857,420.0714286,1305.5,1.5,12426.42857,95.21428571,1065.571429,-25.42857143,9458.857143,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Not Hispanic,Divorced,In poverty,Renter,0,76,0,-10960,804,25,3,13071,889,0,-228,1900,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Not Hispanic,Separated,In poverty,Owner with mortgage,460.6666667,981.2222222,5.555555556,-6883.666667,701.4444444,6566,2.888888889,18618.77778,569,1827.555556,-232.1111111,17044.44444,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Not Hispanic,Married,In poverty,Owner with mortgage,0,2100.5,18.75,-8244,1595.125,3601.4375,3.3125,23253.5,185.5625,1003.5,-509.1875,20515,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Not Hispanic,Widowed,Not in poverty,Renter,0,1103.333333,133.3333333,1328.25,2475.666667,4484.972222,2.055555556,55019.25,12.33333333,466.6666667,1697.027778,65496.11111,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Not Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,1003.913043,130.4347826,-5609.391304,812.1304348,5508.478261,2.739130435,18045.47826,219.6086957,213.9130435,-111.8695652,18929.13043,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Not Hispanic,Divorced,In poverty,Owner without mortgage or rent-free,0,1952.142857,0,-6961.571429,869,1941.285714,2.857142857,19188.57143,190.4285714,1383.035714,-84.42857143,15531.42857,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Not Hispanic,Widowed,In poverty,Owner without mortgage or rent-free,0,1424.857143,289.2857143,-2908.714286,994.4285714,2981.571429,2.285714286,18903.14286,0,452.5714286,351.1428571,21204.28571,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Hispanic,Married,Not in poverty,Renter,0,3157.638095,8.412698413,21930.78095,8674.111111,6437.292063,3.206349206,129212.5365,234.1904762,248.6857143,8244.793651,177223.9365,1.888888889
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Not Hispanic,Divorced,In poverty,Owner without mortgage or rent-free,0,1681.166667,66.66666667,-3434,788.6666667,1566.166667,2.5,18275,0,800,272.6666667,18283.33333,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Not Hispanic,Separated,In poverty,Owner without mortgage or rent-free,0,0,0,-1400,0,5000,1,10360,0,1560,0,12400,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Not Hispanic,Divorced,In poverty,Owner without mortgage or rent-free,0,1148.333333,0,-1961.166667,669.3333333,2491,1.5,14017.5,0,400,238.5,16203.33333,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Not Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,2785.901639,7.1,3712.540984,6014.327869,5031.852459,3.049180328,79326.04918,321.2622951,750.3606557,3735.081967,99553.44262,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Not Hispanic,Widowed,In poverty,Owner with mortgage,1435.5,0,122.5,-5383.333333,0,2262.666667,2,12971.66667,370.1666667,3.333333333,-2.833333333,7916.666667,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Not Hispanic,Widowed,In poverty,Owner without mortgage or rent-free,0,852.6,255,-4193.6,514.2,8828,1.6,8872.2,0,1218,25.6,13426,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Hispanic,Widowed,In poverty,Owner with mortgage,3566.9375,597.0625,101.375,-3279.5625,275.5,2596.625,1.5625,14134.3125,83.3125,1165.125,-88.75,9406.25,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Hispanic,Separated,In poverty,Owner with mortgage,1660.92,604.44,32.24,-5135,529.92,1820.44,2.04,15628.76,106.56,1196.72,-224.24,10484,23.8
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Hispanic,Never married,In poverty,Owner with mortgage,1821.473684,1041.243421,52.18,-5255.184211,979.1381579,2560.434211,2.513157895,19135.59211,167.3815789,1356.546053,43.77631579,15147.94737,35.23026316
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Hispanic,Widowed,In poverty,Owner without mortgage or rent-free,0,152.3333333,0,-3614,306,3175.333333,2,12723.33333,0,0,23.66666667,12766.66667,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Hispanic,Separated,Not in poverty,Renter,0,2085.9,0,11441.1,5503.1,4260.5,2.1,77713.9,88.9,36.8,4941.6,106100,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,1421.705882,317.6470588,-2895.882353,996.4117647,2698.352941,1.882352941,14787.58824,96.29411765,607.0588235,369.7647059,16439.41176,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Hispanic,Divorced,In poverty,Owner without mortgage or rent-free,0,1484.454545,0,-4390.272727,2241.272727,7901.818182,2.454545455,20732.72727,114.7272727,89.45454545,507.1818182,28654.54545,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Hispanic,Widowed,In poverty,Owner without mortgage or rent-free,0,735.8333333,0,-4774.333333,525.5,5071,2.333333333,20253,818.3333333,650,-139,21500,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Not Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,2112.5,0,46485.38889,9272.055556,6100.111111,2.222222222,141525.7778,90.94444444,54.66666667,12208.66667,217558.8889,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Hispanic,Married,In poverty,Renter,0,353,0,-4545.586207,221.2413793,3318.793103,2.620689655,15943.03448,61.31034483,260,-107.1724138,14862.06897,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Not Hispanic,Married,Not in poverty,Renter,0,2920.704478,24.61791045,26004.64776,8662.713433,7570.608955,2.886567164,130739.2299,199.361194,178.0597015,8770.80597,184280.3284,3.552238806
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Hispanic,Widowed,In poverty,Owner with mortgage,2893.771429,449.6714286,43.27536232,-3630.071429,408.2,2294.585714,2.014285714,17612.21429,182.3714286,912.2,28.11428571,13330.71429,17
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,1223.769231,0,-4071.846154,1815.076923,2506.923077,2.538461538,19601.38462,34.15384615,58.15384615,502.7692308,21393.84615,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,1304.424242,12.75757576,-7460.181818,1459.636364,5330.454545,3.242424242,25244.09091,213.2727273,342.1818182,-270.5151515,25003.63636,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Not Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,2969.014286,4.710144928,26145.72857,9819.2,5778.071429,2.771428571,124886.4714,266.2285714,323.8285714,9059.342857,178126,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Hispanic,Separated,In poverty,Renter,0,76,0,-2283.5,92,177.5,1.5,5266,0,0,-28,3300,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Hispanic,Widowed,Not in poverty,Renter,0,2353.205882,20.58823529,4.735294118,3985.235294,6451.882353,3.529411765,74460.02941,191.9117647,1551.490196,2689.588235,88075.58824,70
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Hispanic,Widowed,In poverty,Renter,0,742.125,0,-1710.5,946.875,5870.125,1.75,12551.375,0,300,415.75,18515.5,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Hispanic,Separated,In poverty,Renter,0,57,0,-2584.833333,56.16666667,2449.166667,1.333333333,7461.5,74,50,-65,7250,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Hispanic,Never married,In poverty,Renter,0,795.0555556,0,-2768.111111,442.8333333,2686.666667,1.611111111,8965,49.33333333,0,-6.5,10065.55556,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Hispanic,Married,In poverty,Renter,0,806.7619048,0,-4346.857143,544.8095238,4203.619048,2.476190476,12287.04762,233.8571429,142.8571429,-80.19047619,13095.2381,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,2107.02439,130.2682927,-8468.097561,2029.804878,8058.731707,3.707317073,27207.5122,339.9756098,314.3414634,-226.5609756,29992.14634,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Not Hispanic,Divorced,Not in poverty,Owner with mortgage,266.5535714,2083.910714,42.85714286,10131.14286,5789.642857,4319.696429,1.892857143,70269.39286,334.5,338.1428571,4276.160714,95966.60714,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Hispanic,Divorced,In poverty,Renter,0,247.375,0,-1495.625,88.25,627.75,1,6251.25,0,529.5,-14.5,5175,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,3775.375,0,7667.6875,8331.625,5745.5,4.125,105822.75,458.9375,926.25,5755.8125,136125,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Hispanic,Never married,In poverty,Renter,0,528.9130435,0.869565217,-3911,267.3043478,1987.956522,2,9558.217391,57.91304348,706.4347826,-6.260869565,7720.869565,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Not Hispanic,Widowed,Not in poverty,Owner with mortgage,345.8636364,3003.454545,93.18181818,19692.40909,7842.227273,2533.136364,2.545454545,104419.5,161.5909091,909.8181818,6744.909091,142680.4545,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Hispanic,Divorced,In poverty,Owner without mortgage or rent-free,0,642,0,-3062.666667,361.2,2318.133333,1.8,13675.33333,59.26666667,487.7333333,26.6,14063.33333,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Hispanic,Widowed,In poverty,Owner without mortgage or rent-free,0,2943.333333,0,-12747.66667,2102,16036.33333,4.666666667,34469.66667,2081,0,-382.3333333,41533.33333,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Not Hispanic,Widowed,In poverty,Owner without mortgage or rent-free,0,837.4,1060,-6625.4,875.8,4794.6,3.2,26369,355.4,2877.6,241.8,22200,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Not Hispanic,Never married,In poverty,Owner with mortgage,1356.659091,1006.886364,26.70454545,-2400.840909,813.75,1963.909091,1.386363636,11256.02273,0,304.6363636,48.15909091,11063.40909,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Hispanic,Married,Not in poverty,Renter,0,3441.035857,1.684,9235.282869,7288.414343,6406,3.505976096,102456.506,243.9163347,442.876494,5270.063745,133400,16.5936255
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Hispanic,Divorced,In poverty,Owner with mortgage,1911.07619,582.0285714,49.15686275,-3918.72381,396,2153.552381,1.923809524,15911.41905,76.17142857,1465.32381,-47.14285714,11605.14286,11.33333333
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,3236.684211,126.3157895,10118.13158,7842.684211,8339.5,4.394736842,112756.6316,422.1842105,697.3909774,5882.184211,147392.3684,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Hispanic,Married,In poverty,Owner with mortgage,2227.852941,1715.87395,28.21186441,-7995.336134,1296.340336,3349.096639,3.411764706,27054.7395,274.4915966,1140.932773,-338.5882353,21403.40336,30
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Hispanic,Never married,Not in poverty,Renter,0,3313.330645,38.70967742,5579.983871,6508.395161,5801.895161,3.532258065,88994.87097,247.4032258,588.6451613,4342.483871,113685.4839,4.798387097
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Not Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,3822.933333,1.428571429,7400.6,7610.133333,7567.133333,4.133333333,117916.5333,118.4666667,1348.333333,4923.2,148052,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Not Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,1572.4375,0,-3160.9375,922.5625,1884.75,1.625,13580.875,0,237.5,66.625,14628.75,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Not Hispanic,Never married,Not in poverty,Renter,0,2877.468254,0,17671.62698,8084.166667,6507.690476,2.793650794,106485.2063,92.42857143,334.4444444,6756.944444,148082.7778,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Hispanic,Divorced,In poverty,Owner without mortgage or rent-free,0,1377.8,0,-3257.2,1267.9,3688.4,2.3,21321.9,44.4,1159.2,429.9,24040,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Hispanic,Widowed,In poverty,Owner with mortgage,1197.166667,767.5,0,-3395.833333,1042.833333,1707.5,1.666666667,13455.5,74,100,10.33333333,12216.66667,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Hispanic,Never married,In poverty,Owner with mortgage,1576.083333,1115.444444,13.37962963,-3797.351852,1056.953704,4826.898148,2.009259259,15071.53704,65.80555556,790.0555556,137.8333333,16003.24074,16.52777778
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Hispanic,Never married,In poverty,Owner with mortgage,1931.476684,1439.227979,35.62631579,-5219.129534,981.3523316,2723.150259,2.492227979,20156.19171,151.4507772,1676.640266,18.93782383,16375.69948,24.66321244
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Hispanic,Divorced,In poverty,Owner with mortgage,1839.255319,693.0638298,23.34408602,-4005.265957,543.9468085,1713.287234,1.946808511,16938.02128,165.9148936,1129.728723,-70.4893617,12701.17021,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Hispanic,Never married,In poverty,Renter,0,828.8888889,0,-3478.222222,613.7777778,4172.666667,2.333333333,13389.66667,0,396.6666667,214.3333333,15344.44444,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Hispanic,Married,In poverty,Renter,0,662.75,0,-7616,536.3333333,3266.083333,3.25,15607.66667,185.1666667,200,-26.58333333,12045,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Hispanic,Married,In poverty,Owner with mortgage,2469.774194,1642.752688,28.27956989,-7162,1271.11828,3157.806452,3.139784946,24635.48387,155.3655914,848.7419355,-149.8387097,19977.41935,51.1827957
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Hispanic,Married,Not in poverty,Owner with mortgage,1521.937037,3444.565432,36.90410959,-5505.332099,4960.840741,3263.517284,4.198765432,69853.05802,484.6024691,1863.675144,1689.759259,73768.02469,49.95061728
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Hispanic,Widowed,Not in poverty,Owner with mortgage,1397.261905,1981.261905,125,164.0952381,3119.952381,3683.428571,2.261904762,52843.66667,120.2619048,1245.238095,1650.785714,60760.47619,28.33333333
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Hispanic,Widowed,Not in poverty,Renter,0,1181.947368,25.78947368,11572,3299.473684,5788.736842,1.894736842,86949,23.36842105,56.14035088,4067.894737,112753.6842,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,1352.086957,130.4347826,-7618.130435,1136.217391,4519.652174,2.956521739,19436.78261,206.3478261,135.6521739,-165.4782609,18371.30435,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Hispanic,Never married,Not in poverty,Owner with mortgage,1282.276051,2863.983547,54.13996317,483.3857404,5160.149909,3674.79159,2.859232176,63387.58501,223.8354662,1195.523522,2623.107861,75442.55941,32.63254113
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,3056.222222,0,8912.740741,7808.740741,4420.222222,2.333333333,77912.7037,5.185185185,124.4444444,4955.111111,106935.9259,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,4056.755725,41.28244275,19125.26336,10512.39313,6138.072519,3.541984733,123927.4885,148.5877863,377.5467103,8218.549618,171453.7023,6.812977099
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,College degree,Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,4722.646988,5.243373494,31278.47711,13275.5747,6162.571084,3.718072289,154744.5108,371.2915663,136.4275387,11873.36506,221587.4699,2.15060241
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Less than a high school degree,Hispanic,Widowed,Not in poverty,Owner with mortgage,2548.392593,1824.162963,70.15037594,-2475.814815,2552.281481,2927.133333,2.614814815,46555.42963,193.6518519,2467.092063,1126.192593,47311.25926,13.22222222
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,High school degree,Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,2440.431818,90.90909091,11738.45455,7270.272727,7480.090909,3.272727273,98978.56818,170.0909091,572.6818182,5483.318182,132440.2273,40.56818182
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",New York,Some college education,Hispanic,Separated,Not in poverty,Owner with mortgage,1222.5,2248.171053,29.27631579,-2467.5,3979.263158,3120.565789,2.684210526,55735.51316,219.4078947,1794.926692,1709.723684,61026.31579,46.97368421
